ID Log,Timestamp,Server ID,CPU Usage (%),Memory Usage (%),Disk Usage (%),Response Time (ms),Error Code,Status Layanan
LOG1504,2025-06-13 17:36,SRV010,30.61,93.97,84.86,390.08,404.0,Degraded
LOG1505,2025-06-27 11:36,SRV012,78.47,22.99,34.08,57.66,502.0,Normal
LOG1506,2025-06-24 18:08,SRV002,35.05,35.73,9.14,160.29,404.0,Timeout
LOG1507,2025-06-09 00:34,SRV003,24.45,11.18,51.44,963.6,200.0,Normal
LOG1508,2025-06-28 04:02,SRV018,32.7,80.45,51.75,203.56,200.0,Degraded
LOG1509,2025-07-23 19:00,SRV008,39.54,73.89,83.64,97.77,503.0,Timeout
LOG1510,2025-06-06 02:23,SRV019,43.18,5.51,74.98,111.63,404.0,Down
LOG1511,2025-06-29 10:35,SRV013,6.36,44.47,61.06,788.91,200.0,Timeout
LOG1512,2025-06-22 21:03,SRV006,44.19,42.94,26.11,632.0,503.0,Normal
LOG1513,2025-06-27 13:03,SRV019,23.19,40.32,51.53,242.16,502.0,Degraded
LOG1514,2025-07-23 14:05,SRV007,4.15,26.63,41.86,736.55,500.0,Degraded
LOG1515,2025-07-22 22:12,SRV006,35.95,67.45,1.04,428.58,502.0,Timeout
LOG1516,2025-07-07 04:38,SRV004,36.57,50.92,46.37,513.87,500.0,Normal
LOG1517,2025-06-23 03:43,SRV003,19.23,98.63,35.88,686.31,502.0,Down
LOG1518,2025-07-11 22:05,SRV008,30.19,60.82,56.91,479.42,504.0,Normal
LOG1519,2025-06-20 19:10,SRV001,31.32,91.94,1.4,840.19,500.0,Degraded
LOG1520,2025-06-03 15:52,SRV013,58.29,42.6,77.86,499.5,503.0,Degraded
LOG1521,2025-06-02 10:41,SRV001,41.15,76.96,48.31,916.6,404.0,Timeout
LOG1522,2025-06-20 07:03,SRV003,7.68,9.0,93.56,505.6,404.0,Normal
LOG1523,2025-07-23 04:59,SRV003,65.36,37.14,85.53,682.43,504.0,Degraded
LOG1524,2025-06-15 10:50,SRV012,95.7,91.59,62.01,321.99,200.0,Normal
LOG1525,2025-07-23 15:17,SRV002,14.51,2.2,64.27,625.06,504.0,Down
LOG1526,2025-06-22 04:31,SRV011,47.16,15.37,64.27,334.53,200.0,Timeout
LOG1527,2025-07-01 16:58,SRV014,49.72,58.03,9.48,969.35,500.0,Normal
LOG1528,2025-07-05 07:34,SRV015,19.15,12.7,93.8,567.16,503.0,Timeout
LOG1529,2025-07-05 16:32,SRV016,93.48,63.98,38.01,81.64,504.0,Down
LOG1530,2025-06-15 09:45,SRV011,2.17,67.41,72.53,167.27,503.0,Normal
LOG1531,2025-07-11 15:54,SRV020,34.19,91.31,4.54,987.49,404.0,Degraded
LOG1532,2025-06-06 20:52,SRV017,31.88,53.36,1.01,309.66,502.0,Down
LOG1533,2025-06-09 10:44,SRV019,36.91,53.45,43.58,340.34,504.0,Degraded
LOG1534,2025-06-06 00:29,SRV016,24.48,73.38,26.34,491.35,503.0,Timeout
LOG1535,2025-06-14 11:32,SRV014,32.53,72.18,30.6,964.35,404.0,Timeout
LOG1536,2025-07-17 16:41,SRV010,58.68,91.72,36.07,743.66,404.0,Degraded
LOG1537,2025-07-24 21:48,SRV013,58.93,30.64,95.47,990.96,503.0,Normal
LOG1538,2025-07-09 00:25,SRV018,70.75,95.58,90.58,603.38,503.0,Degraded
LOG1539,2025-06-19 18:54,SRV004,33.56,32.45,35.31,892.17,200.0,Down
LOG1540,2025-07-15 08:23,SRV003,9.66,17.61,31.74,424.22,504.0,Degraded
LOG1541,2025-06-03 17:23,SRV019,98.71,77.61,48.85,698.11,504.0,Degraded
LOG1542,2025-07-30 17:21,SRV019,79.8,35.45,49.98,377.19,504.0,Degraded
LOG1543,2025-06-24 12:14,SRV014,95.02,6.03,99.64,235.21,500.0,Normal
LOG1544,2025-06-15 02:51,SRV009,21.18,95.31,27.89,923.1,502.0,Degraded
LOG1545,2025-06-26 10:44,SRV005,22.25,48.34,78.46,289.22,503.0,Degraded
LOG1546,2025-06-02 05:38,SRV018,30.96,63.18,27.34,414.6,404.0,Degraded
LOG1547,2025-07-26 03:43,SRV013,80.83,55.44,12.14,251.1,503.0,Timeout
LOG1548,2025-06-16 16:53,SRV020,60.24,77.54,77.13,581.08,504.0,Normal
LOG1549,2025-06-10 13:48,SRV008,3.43,88.41,17.35,253.96,404.0,Down
LOG1550,2025-06-21 04:07,SRV008,53.69,20.91,9.9,984.87,404.0,Down
LOG1551,2025-06-28 20:21,SRV007,40.79,30.06,3.96,637.9,500.0,Degraded
LOG1552,2025-07-16 00:47,SRV007,29.03,96.6,82.64,664.65,504.0,Down
LOG1553,2025-07-23 20:48,SRV006,12.37,6.03,56.73,55.36,503.0,Timeout
LOG1554,2025-07-26 18:44,SRV010,20.14,88.21,66.57,832.03,502.0,Down
LOG1555,2025-06-19 04:14,SRV002,69.46,59.02,13.32,764.4,502.0,Degraded
LOG1556,2025-06-29 19:20,SRV019,88.22,90.03,99.29,432.84,500.0,Timeout
LOG1557,2025-06-19 22:51,SRV007,69.53,13.31,17.55,767.57,500.0,Degraded
LOG1558,2025-06-02 22:39,SRV020,88.03,84.35,36.91,331.7,502.0,Degraded
LOG1559,2025-06-01 05:34,SRV002,63.38,26.68,62.76,961.16,200.0,Timeout
LOG1560,2025-06-11 13:55,SRV018,57.96,1.44,29.94,563.36,500.0,Normal
LOG1561,2025-06-12 18:37,SRV002,11.6,77.26,73.56,942.84,404.0,Timeout
LOG1562,2025-06-09 01:34,SRV001,46.1,75.85,44.71,480.38,200.0,Down
LOG1563,2025-07-22 09:48,SRV003,68.01,49.64,94.33,218.01,500.0,Normal
LOG1564,2025-06-23 11:52,SRV004,91.23,11.51,47.45,129.92,404.0,Timeout
LOG1565,2025-06-25 03:53,SRV006,53.13,86.32,47.87,249.7,500.0,Normal
LOG1566,2025-07-03 03:36,SRV016,70.43,45.12,60.48,340.05,404.0,Degraded
LOG1567,2025-06-09 04:04,SRV003,6.83,75.62,39.12,519.2,502.0,Down
LOG1568,2025-07-09 08:54,SRV007,16.38,10.31,32.09,534.6,503.0,Down
LOG1569,2025-07-01 19:51,SRV013,42.54,80.94,79.4,518.89,503.0,Degraded
LOG1570,2025-06-07 02:01,SRV018,5.87,64.25,3.74,708.75,404.0,Degraded
LOG1571,2025-07-06 04:58,SRV003,31.89,72.12,56.84,875.24,502.0,Degraded
LOG1572,2025-06-20 15:52,SRV009,59.04,5.83,41.38,821.09,500.0,Down
LOG1573,2025-06-06 14:28,SRV005,86.88,57.3,81.52,264.75,500.0,Normal
LOG1574,2025-07-02 12:28,SRV006,94.56,18.15,44.51,546.07,504.0,Degraded
LOG1575,2025-06-26 00:28,SRV018,77.64,62.03,54.72,167.31,500.0,Down
LOG1576,2025-06-12 02:53,SRV015,1.19,14.94,11.06,89.0,502.0,Timeout
LOG1577,2025-07-09 13:01,SRV002,48.5,37.3,75.06,469.41,404.0,Down
LOG1578,2025-06-28 07:35,SRV007,55.48,49.0,72.81,456.35,200.0,Normal
LOG1579,2025-06-05 20:55,SRV005,86.72,38.84,71.3,314.08,500.0,Degraded
LOG1580,2025-06-04 02:30,SRV005,24.43,2.96,7.72,480.53,404.0,Down
LOG1581,2025-07-22 23:04,SRV020,23.1,22.16,79.47,936.53,502.0,Down
LOG1582,2025-07-14 13:57,SRV006,78.44,3.58,98.76,553.66,503.0,Normal
LOG1583,2025-07-22 06:38,SRV001,15.8,33.47,35.43,359.72,200.0,Degraded
LOG1584,2025-07-29 12:19,SRV016,81.04,18.36,3.47,420.67,404.0,Timeout
LOG1585,2025-06-15 19:30,SRV010,49.84,68.56,38.11,930.2,500.0,Degraded
LOG1586,2025-07-28 11:10,SRV006,71.29,38.48,57.38,851.55,502.0,Down
LOG1587,2025-07-24 00:36,SRV020,67.2,39.28,75.15,640.81,503.0,Down
LOG1588,2025-06-09 22:43,SRV017,37.56,46.36,95.9,129.16,504.0,Normal
LOG1589,2025-06-27 11:31,SRV001,56.18,68.15,8.82,829.79,504.0,Down
LOG1590,2025-06-06 16:40,SRV016,58.39,65.35,57.78,239.97,504.0,Normal
LOG1591,2025-06-26 03:23,SRV003,79.36,86.33,30.89,580.78,500.0,Down
LOG1592,2025-06-04 08:19,SRV008,17.29,89.58,87.44,278.83,404.0,Timeout
LOG1593,2025-06-23 09:58,SRV020,31.64,96.27,20.01,268.92,500.0,Normal
LOG1594,2025-07-04 16:22,SRV009,12.43,56.06,29.02,889.73,200.0,Down
LOG1595,2025-07-18 18:18,SRV001,20.2,11.93,21.38,790.14,200.0,Timeout
LOG1596,2025-07-04 06:01,SRV017,81.64,86.78,81.34,475.65,503.0,Degraded
LOG1597,2025-07-26 10:18,SRV013,19.45,16.19,44.55,535.43,200.0,Timeout
LOG1598,2025-07-23 04:27,SRV002,86.06,52.59,54.67,757.32,504.0,Degraded
LOG1599,2025-07-22 17:29,SRV003,45.91,8.12,44.06,114.2,504.0,Timeout
LOG1600,2025-07-13 05:24,SRV012,75.59,74.61,24.74,261.7,200.0,Normal
LOG1601,2025-07-25 19:47,SRV004,99.94,84.07,89.91,350.65,503.0,Degraded
LOG1602,2025-07-28 08:56,SRV019,45.33,44.94,63.24,134.42,404.0,Down
LOG1603,2025-07-22 06:58,SRV019,90.46,28.23,49.64,394.4,200.0,Down
LOG1604,2025-06-17 00:35,SRV017,5.75,26.42,15.84,311.74,502.0,Down
LOG1605,2025-07-15 20:48,SRV005,35.34,77.0,43.1,891.38,503.0,Timeout
LOG1606,2025-06-25 17:30,SRV012,97.35,27.0,14.08,143.37,503.0,Degraded
LOG1607,2025-06-11 10:50,SRV003,32.15,43.74,23.97,154.65,500.0,Degraded
LOG1608,2025-06-22 22:29,SRV011,46.38,72.24,58.56,183.48,504.0,Degraded
LOG1609,2025-06-14 22:04,SRV015,73.84,73.23,99.16,743.36,502.0,Timeout
LOG1610,2025-06-11 13:09,SRV008,40.32,3.78,32.88,714.41,502.0,Normal
LOG1611,2025-07-25 22:29,SRV006,67.34,65.19,51.41,619.31,404.0,Normal
LOG1612,2025-06-10 12:01,SRV010,69.11,65.06,72.0,969.45,503.0,Down
LOG1613,2025-06-30 21:00,SRV015,66.8,29.38,14.78,778.65,404.0,Down
LOG1614,2025-06-08 01:07,SRV002,91.38,74.16,63.99,518.06,200.0,Degraded
LOG1615,2025-06-27 16:13,SRV016,12.49,75.43,98.63,247.29,200.0,Degraded
LOG1616,2025-07-17 21:03,SRV019,74.91,15.27,29.15,85.92,503.0,Timeout
LOG1617,2025-07-02 04:28,SRV019,34.37,32.62,13.93,561.95,502.0,Down
LOG1618,2025-07-23 17:22,SRV016,63.01,47.44,1.9,972.41,504.0,Timeout
LOG1619,2025-06-21 15:25,SRV018,98.76,46.51,17.95,451.63,200.0,Degraded
LOG1620,2025-06-30 08:05,SRV020,4.31,79.53,27.19,259.11,500.0,Degraded
LOG1621,2025-07-23 23:07,SRV010,10.25,62.58,74.63,961.51,500.0,Degraded
LOG1622,2025-07-15 15:44,SRV016,12.72,57.65,90.38,878.72,200.0,Down
LOG1623,2025-07-22 20:48,SRV014,94.68,84.51,31.95,361.75,500.0,Timeout
LOG1624,2025-06-02 16:42,SRV005,82.4,18.17,66.0,579.74,404.0,Down
LOG1625,2025-07-04 09:12,SRV006,45.84,69.64,82.62,255.52,504.0,Normal
LOG1626,2025-07-07 07:46,SRV010,3.01,11.97,51.13,73.69,500.0,Timeout
LOG1627,2025-07-12 05:20,SRV015,7.11,72.22,49.7,805.39,504.0,Degraded
LOG1628,2025-07-24 03:54,SRV012,1.05,36.64,79.09,933.91,200.0,Down
LOG1629,2025-07-03 23:10,SRV012,83.92,54.51,12.48,443.41,504.0,Normal
LOG1630,2025-06-09 11:37,SRV007,86.07,78.18,64.31,803.19,504.0,Degraded
LOG1631,2025-06-13 02:09,SRV018,24.23,66.67,45.04,141.33,200.0,Down
LOG1632,2025-07-13 12:52,SRV010,12.17,24.01,66.85,469.6,404.0,Degraded
LOG1633,2025-06-18 22:11,SRV013,97.47,41.24,68.8,914.32,502.0,Normal
LOG1634,2025-06-17 06:46,SRV018,93.88,29.88,93.26,672.96,504.0,Down
LOG1635,2025-06-15 12:22,SRV011,89.34,12.23,14.49,670.74,502.0,Timeout
LOG1636,2025-07-10 06:36,SRV011,67.45,29.59,2.67,204.81,200.0,Down
LOG1637,2025-06-11 00:38,SRV011,52.23,32.08,18.71,884.9,500.0,Down
LOG1638,2025-07-14 08:13,SRV017,47.44,21.39,62.94,793.17,200.0,Timeout
LOG1639,2025-06-08 07:20,SRV006,40.55,71.59,92.72,91.55,504.0,Degraded
LOG1640,2025-06-16 10:01,SRV004,41.2,69.64,97.22,817.09,200.0,Down
LOG1641,2025-06-25 13:02,SRV020,43.05,35.33,64.04,239.85,404.0,Down
LOG1642,2025-06-04 21:10,SRV019,4.54,2.09,77.34,588.1,500.0,Down
LOG1643,2025-07-10 01:11,SRV008,89.32,52.21,81.93,876.01,502.0,Down
LOG1644,2025-06-21 16:45,SRV013,55.86,28.16,98.99,188.81,502.0,Down
LOG1645,2025-07-07 07:43,SRV005,49.57,81.72,57.15,349.18,200.0,Timeout
LOG1646,2025-06-30 06:15,SRV012,54.87,66.18,46.85,88.41,500.0,Down
LOG1647,2025-07-18 06:21,SRV012,28.17,80.11,5.49,307.69,503.0,Normal
LOG1648,2025-07-03 17:10,SRV015,94.47,66.37,10.1,637.61,200.0,Timeout
LOG1649,2025-06-23 04:46,SRV001,3.41,37.94,92.67,576.04,503.0,Degraded
LOG1650,2025-06-11 12:48,SRV017,54.51,30.68,45.06,289.25,502.0,Timeout
LOG1651,2025-07-28 13:42,SRV007,90.18,37.48,18.55,300.32,502.0,Timeout
LOG1652,2025-06-14 12:19,SRV008,31.48,60.81,45.05,351.32,200.0,Timeout
LOG1653,2025-06-01 20:40,SRV004,84.53,78.51,62.71,153.55,504.0,Degraded
LOG1654,2025-06-04 23:56,SRV016,37.2,88.2,30.68,745.24,200.0,Degraded
LOG1655,2025-07-13 04:22,SRV018,51.34,22.95,5.34,639.44,504.0,Degraded
LOG1656,2025-07-10 06:27,SRV011,50.72,9.48,86.38,385.58,200.0,Down
LOG1657,2025-07-13 10:15,SRV003,5.88,1.4,35.39,784.78,200.0,Normal
LOG1658,2025-06-19 11:53,SRV013,91.23,92.5,27.66,674.78,404.0,Down
LOG1659,2025-07-03 12:55,SRV002,45.6,26.57,63.77,238.28,500.0,Timeout
LOG1660,2025-07-20 20:03,SRV003,9.4,13.12,17.01,79.02,503.0,Down
LOG1661,2025-06-12 20:24,SRV006,56.43,90.43,95.8,573.96,502.0,Timeout
LOG1662,2025-07-22 04:27,SRV011,5.19,32.44,96.33,127.03,200.0,Normal
LOG1663,2025-06-28 14:46,SRV001,91.86,7.32,21.77,525.69,200.0,Normal
LOG1664,2025-07-22 04:12,SRV003,82.33,31.01,18.18,460.51,500.0,Down
LOG1665,2025-07-29 11:31,SRV003,19.18,68.48,38.63,858.83,504.0,Down
LOG1666,2025-07-24 10:28,SRV009,69.98,65.35,40.75,517.36,504.0,Timeout
LOG1667,2025-07-20 06:11,SRV001,14.13,43.55,85.49,838.8,200.0,Down
LOG1668,2025-07-28 05:33,SRV014,45.11,58.85,18.79,596.89,500.0,Degraded
LOG1669,2025-06-13 10:27,SRV001,68.32,94.84,89.33,194.33,502.0,Timeout
LOG1670,2025-07-17 08:37,SRV018,53.46,13.18,37.55,224.55,504.0,Down
LOG1671,2025-06-14 11:34,SRV008,83.27,32.07,79.57,918.6,503.0,Normal
LOG1672,2025-06-18 23:17,SRV006,81.69,51.72,78.97,408.05,500.0,Normal
LOG1673,2025-07-10 05:07,SRV016,71.83,20.69,39.09,455.25,503.0,Timeout
LOG1674,2025-07-22 05:52,SRV013,30.3,18.94,23.52,432.2,503.0,Timeout
LOG1675,2025-06-11 02:52,SRV012,24.86,97.43,45.93,152.03,200.0,Timeout
LOG1676,2025-07-09 13:33,SRV006,70.99,61.22,47.13,55.87,404.0,Timeout
LOG1677,2025-06-14 18:07,SRV006,46.23,31.07,41.35,752.51,500.0,Degraded
LOG1678,2025-07-10 03:39,SRV011,30.06,42.84,13.06,424.89,500.0,Down
LOG1679,2025-06-11 05:30,SRV007,75.13,40.26,4.2,760.85,404.0,Timeout
LOG1680,2025-07-07 21:58,SRV015,70.52,95.68,86.41,79.21,200.0,Timeout
LOG1681,2025-06-22 05:34,SRV007,87.19,31.11,97.26,625.79,404.0,Degraded
LOG1682,2025-06-19 04:40,SRV003,61.55,93.5,87.24,73.08,404.0,Normal
LOG1683,2025-06-12 00:30,SRV012,13.15,88.46,52.16,612.74,504.0,Normal
LOG1684,2025-06-06 04:58,SRV018,52.42,92.9,73.15,517.73,504.0,Normal
LOG1685,2025-06-25 19:00,SRV009,7.86,37.5,13.74,531.47,500.0,Normal
LOG1686,2025-07-23 10:38,SRV009,66.55,44.78,41.33,721.93,504.0,Timeout
LOG1687,2025-06-11 04:46,SRV014,83.95,5.46,64.46,712.28,404.0,Down
LOG1688,2025-06-06 14:23,SRV014,67.8,29.44,52.91,444.24,200.0,Down
LOG1689,2025-06-03 12:07,SRV002,44.73,46.09,86.97,551.21,200.0,Timeout
LOG1690,2025-07-16 11:41,SRV009,61.45,40.46,66.71,418.4,504.0,Down
LOG1691,2025-07-30 18:43,SRV014,1.24,86.82,32.8,830.83,500.0,Timeout
LOG1692,2025-06-21 20:04,SRV005,68.88,55.8,18.48,382.03,504.0,Normal
LOG1693,2025-06-06 08:33,SRV003,2.25,33.99,74.21,312.29,504.0,Degraded
LOG1694,2025-06-17 06:42,SRV011,92.41,13.44,60.37,994.5,404.0,Timeout
LOG1695,2025-06-24 12:44,SRV018,56.19,66.43,81.89,217.7,503.0,Timeout
LOG1696,2025-07-22 17:36,SRV003,94.26,31.84,45.83,111.98,404.0,Normal
LOG1697,2025-07-12 01:42,SRV003,81.19,89.21,89.11,260.87,504.0,Degraded
LOG1698,2025-06-18 03:31,SRV008,42.84,51.87,28.33,771.94,504.0,Degraded
LOG1699,2025-07-27 18:52,SRV002,17.94,98.74,26.77,970.7,200.0,Degraded
LOG1700,2025-07-01 07:45,SRV020,94.55,91.12,18.06,605.5,200.0,Degraded
LOG1701,2025-06-29 08:41,SRV018,39.17,30.06,48.27,662.62,500.0,Timeout
LOG1702,2025-07-03 10:41,SRV008,6.94,82.01,58.97,850.12,504.0,Degraded
LOG1703,2025-07-25 22:31,SRV018,28.9,78.96,60.94,408.78,504.0,Normal
LOG1704,2025-07-25 18:56,SRV001,75.93,18.93,97.24,923.54,200.0,Down
LOG1705,2025-07-02 03:12,SRV012,68.19,97.46,4.75,876.81,502.0,Down
LOG1706,2025-06-15 21:52,SRV008,11.86,52.63,58.79,115.39,500.0,Down
LOG1707,2025-07-21 23:02,SRV012,60.57,12.51,38.44,341.75,502.0,Degraded
LOG1708,2025-06-29 14:49,SRV016,13.54,32.6,55.32,462.23,200.0,Degraded
LOG1709,2025-07-13 02:35,SRV020,56.8,83.29,79.84,346.72,500.0,Down
LOG1710,2025-06-14 09:59,SRV010,89.46,16.09,5.55,232.6,500.0,Normal
LOG1711,2025-06-03 10:59,SRV020,56.36,6.67,61.35,219.26,500.0,Timeout
LOG1712,2025-06-01 21:32,SRV011,62.5,7.71,76.8,621.61,500.0,Down
LOG1713,2025-06-11 09:53,SRV010,93.4,73.98,20.02,607.57,504.0,Normal
LOG1714,2025-07-03 23:33,SRV004,28.95,1.38,63.52,716.64,404.0,Down
LOG1715,2025-06-14 18:15,SRV014,28.22,51.91,68.04,241.11,503.0,Down
LOG1716,2025-07-26 07:35,SRV003,27.28,95.43,2.73,657.73,500.0,Degraded
LOG1717,2025-06-30 07:15,SRV009,70.94,21.19,29.6,737.55,404.0,Normal
LOG1718,2025-07-21 10:05,SRV002,81.26,77.5,52.27,815.12,502.0,Normal
LOG1719,2025-06-15 23:32,SRV017,84.78,75.11,74.1,546.56,504.0,Down
LOG1720,2025-07-06 22:35,SRV017,78.25,35.88,48.24,350.4,404.0,Timeout
LOG1721,2025-06-10 06:17,SRV008,46.72,8.89,34.28,858.32,504.0,Down
LOG1722,2025-07-01 17:22,SRV020,45.93,40.42,1.93,803.83,502.0,Timeout
LOG1723,2025-07-10 09:15,SRV012,20.12,32.79,38.63,600.03,504.0,Timeout
LOG1724,2025-07-04 09:48,SRV011,65.38,47.35,96.32,547.55,502.0,Normal
LOG1725,2025-07-25 03:12,SRV012,8.67,74.67,5.72,328.25,200.0,Degraded
LOG1726,2025-06-10 01:22,SRV011,86.4,60.6,12.21,443.57,504.0,Timeout
LOG1727,2025-07-09 08:28,SRV006,14.04,59.24,1.06,456.82,504.0,Degraded
LOG1728,2025-06-19 08:02,SRV007,25.79,49.31,99.69,530.28,404.0,Timeout
LOG1729,2025-06-21 15:31,SRV010,84.54,88.19,37.4,777.05,404.0,Normal
LOG1730,2025-07-14 16:00,SRV010,8.71,74.99,9.34,634.99,500.0,Degraded
LOG1731,2025-07-25 14:49,SRV015,97.13,59.88,20.0,195.18,504.0,Normal
LOG1732,2025-06-22 23:52,SRV011,97.94,14.01,58.45,678.42,200.0,Degraded
LOG1733,2025-07-06 19:00,SRV009,76.58,56.64,28.18,649.51,404.0,Down
LOG1734,2025-06-03 10:50,SRV004,79.64,28.12,99.1,135.57,504.0,Normal
LOG1735,2025-07-09 03:22,SRV016,39.08,71.3,60.02,738.83,404.0,Degraded
LOG1736,2025-06-02 05:21,SRV010,76.37,45.13,84.04,622.67,500.0,Normal
LOG1737,2025-06-23 09:59,SRV017,57.69,89.88,4.25,283.67,500.0,Degraded
LOG1738,2025-07-10 13:49,SRV017,96.28,66.24,81.73,632.97,502.0,Degraded
LOG1739,2025-07-13 13:51,SRV016,78.69,86.2,59.2,61.0,200.0,Degraded
LOG1740,2025-06-08 18:44,SRV019,59.55,95.03,77.12,668.26,200.0,Down
LOG1741,2025-07-19 17:46,SRV002,23.09,2.32,61.08,196.55,502.0,Timeout
LOG1742,2025-07-01 09:37,SRV006,48.38,67.86,92.6,490.37,200.0,Down
LOG1743,2025-06-28 21:16,SRV004,16.45,50.41,99.52,708.96,504.0,Degraded
LOG1744,2025-06-28 01:33,SRV009,75.24,54.09,78.14,771.5,200.0,Degraded
LOG1745,2025-07-04 23:16,SRV001,8.52,68.75,17.87,453.83,404.0,Down
LOG1746,2025-06-19 08:51,SRV005,67.55,77.61,86.25,447.79,504.0,Degraded
LOG1747,2025-07-22 18:32,SRV008,15.89,57.66,84.19,352.23,504.0,Timeout
LOG1748,2025-07-27 07:00,SRV020,36.55,74.51,17.16,953.82,500.0,Degraded
LOG1749,2025-07-12 05:56,SRV006,22.03,19.66,34.31,474.81,503.0,Degraded
LOG1750,2025-06-01 16:28,SRV013,62.08,55.38,86.43,921.44,503.0,Down
LOG1751,2025-06-21 05:03,SRV006,28.11,93.74,70.96,949.78,500.0,Degraded
LOG1752,2025-06-02 20:18,SRV010,20.64,55.74,46.34,424.41,503.0,Normal
LOG1753,2025-06-09 09:36,SRV016,51.53,95.29,56.82,571.45,404.0,Timeout
LOG1754,2025-06-19 04:50,SRV011,91.02,82.54,100.0,272.9,404.0,Timeout
LOG1755,2025-06-28 04:23,SRV014,40.3,38.84,91.07,751.36,502.0,Timeout
LOG1756,2025-06-30 01:00,SRV010,13.27,15.27,49.43,855.95,503.0,Normal
LOG1757,2025-06-20 16:46,SRV005,75.35,63.01,9.22,379.4,500.0,Timeout
LOG1758,2025-06-30 13:40,SRV006,33.84,93.97,41.03,768.63,502.0,Degraded
LOG1759,2025-06-24 11:32,SRV018,6.67,45.1,3.32,988.76,503.0,Degraded
LOG1760,2025-07-14 22:06,SRV016,3.04,39.74,20.55,71.0,404.0,Timeout
LOG1761,2025-07-05 08:05,SRV003,80.05,12.52,25.69,652.99,200.0,Timeout
LOG1762,2025-07-05 15:32,SRV003,22.05,35.34,98.9,760.73,500.0,Down
LOG1763,2025-07-22 15:36,SRV020,27.19,33.96,72.49,593.04,200.0,Degraded
LOG1764,2025-06-22 08:10,SRV010,36.23,50.76,45.68,136.69,502.0,Degraded
LOG1765,2025-07-26 20:46,SRV009,82.19,15.34,16.93,636.56,504.0,Normal
LOG1766,2025-07-30 01:01,SRV004,7.28,17.49,97.95,871.59,504.0,Timeout
LOG1767,2025-07-14 05:59,SRV011,42.82,35.45,32.29,577.06,504.0,Timeout
LOG1768,2025-07-08 06:58,SRV004,33.96,53.77,9.36,271.4,504.0,Down
LOG1769,2025-07-06 15:24,SRV006,95.84,22.47,89.12,867.0,500.0,Normal
LOG1770,2025-07-13 05:11,SRV016,13.34,1.73,69.85,661.57,200.0,Normal
LOG1771,2025-06-17 13:10,SRV019,45.83,89.31,80.03,516.95,200.0,Timeout
LOG1772,2025-06-22 19:48,SRV011,37.1,54.66,9.29,879.16,504.0,Normal
LOG1773,2025-07-08 23:54,SRV013,4.6,37.77,18.8,874.38,200.0,Normal
LOG1774,2025-06-21 23:26,SRV017,93.59,23.65,67.42,83.13,200.0,Timeout
LOG1775,2025-07-26 20:19,SRV015,16.58,85.86,68.14,489.65,200.0,Degraded
LOG1776,2025-07-10 00:54,SRV004,84.08,7.34,99.21,921.63,500.0,Normal
LOG1777,2025-07-22 08:25,SRV019,89.09,84.91,41.14,543.72,200.0,Down
LOG1778,2025-07-12 05:33,SRV001,99.96,26.64,33.92,144.31,404.0,Timeout
LOG1779,2025-06-25 11:07,SRV018,52.78,23.21,13.35,318.76,200.0,Timeout
LOG1780,2025-07-23 21:05,SRV011,67.07,69.18,18.2,529.05,502.0,Timeout
LOG1781,2025-06-30 07:19,SRV002,38.08,66.94,53.94,922.4,404.0,Down
LOG1782,2025-07-05 22:47,SRV017,95.95,69.65,75.17,422.34,404.0,Timeout
LOG1783,2025-06-08 11:06,SRV009,12.83,12.66,81.48,901.9,200.0,Degraded
LOG1784,2025-06-05 14:50,SRV009,98.06,66.99,68.79,113.37,502.0,Normal
LOG1785,2025-07-02 18:13,SRV004,66.86,44.34,88.74,153.59,500.0,Timeout
LOG1786,2025-06-01 21:30,SRV005,15.92,77.31,14.97,936.21,504.0,Timeout
LOG1787,2025-07-13 12:51,SRV019,93.25,24.97,36.35,945.25,502.0,Normal
LOG1788,2025-07-22 02:44,SRV018,66.07,84.51,30.4,601.32,502.0,Normal
LOG1789,2025-07-22 14:58,SRV020,52.99,33.51,47.9,513.98,502.0,Down
LOG1790,2025-06-21 00:27,SRV007,51.62,37.06,20.0,882.77,500.0,Down
LOG1791,2025-07-18 09:02,SRV007,57.55,18.89,77.09,813.58,404.0,Normal
LOG1792,2025-07-13 00:04,SRV005,54.17,8.93,29.48,776.28,500.0,Degraded
LOG1793,2025-06-30 13:02,SRV007,2.53,86.71,42.98,184.64,404.0,Timeout
LOG1794,2025-07-18 10:56,SRV011,93.57,89.36,65.68,916.53,404.0,Timeout
LOG1795,2025-07-24 10:34,SRV016,70.71,64.55,77.27,302.27,200.0,Normal
LOG1796,2025-06-14 23:02,SRV020,39.12,93.9,2.19,285.97,504.0,Timeout
LOG1797,2025-06-02 11:04,SRV007,7.23,18.69,18.12,428.78,200.0,Down
LOG1798,2025-06-20 13:08,SRV009,41.58,65.0,94.12,245.22,500.0,Down
LOG1799,2025-06-28 00:36,SRV014,23.71,20.0,58.27,908.66,200.0,Normal
LOG1800,2025-07-24 07:02,SRV018,53.76,82.45,79.27,485.14,504.0,Timeout
LOG1801,2025-07-23 18:50,SRV015,70.12,47.93,58.87,768.04,504.0,Degraded
LOG1802,2025-06-17 13:24,SRV014,98.36,30.27,7.03,59.67,200.0,Down
LOG1803,2025-06-16 16:49,SRV009,50.68,47.56,39.5,422.55,502.0,Normal
LOG1804,2025-06-24 02:09,SRV007,94.88,52.22,22.63,781.93,503.0,Degraded
